Gene.symbol	astrocyte_of_the_cerebral_cortex	Bergmann_glial_cell	brain_pericyte	endothelial_cell	neuron	oligodendrocyte	oligodendrocyte_precursor_cell
KCNMB1	0.0292811	0	1.084293	0.012183	0.0005234839	5.980517e-05	0
PSD2	0.300304208	0.0811391797	0	0.0001062866	0.0349316797	0.0107065643	0.078222644
PLA2G7	2.873098819	3.607605186	0.001363351	0.013541373	0.1455402	0.107709666	0.780233889
GNA12	0.25371479	0.21729026	0.34388615	0.08932861	0.05517695	1.20121238	0.33469793
EGFR	0.30894667	0.23716857	0.038604431	0.002435055	0.084226567	0.003924864	0.021451145
IGFBP3	0.002835651	0.002593384	0.020853087	0.105851917	0.029111653	0.00427574	0.556875301
TMEM47	1.58243986	1.84255582	0.17623352	0.03768865	0.24276848	0.05859514	0.20985455
CHST7	0.043792726	0.001124373	0.028393109	0.026683554	0.022681639	0.002378233	0.49594043
ST18	0.007273945	0.02290355	0	8.151245e-05	0.07826047	0.4167587	0.0113133
RGS20	0.4871616924	0.2029326706	0.0007341621	0.0002308092	0.2640428287	0.0081718821	0.0834262711
ADHFE1	0.802895147	0.194858424	0.010927812	0.004380801	0.020598315	0.038300137	0.104972076
MAL2	0.0008270113	0	0.0080570502	0.0040280948	0.3219400132	0.0030573726	0
FAM135B	0.0002818928	0	0.0003429273	3.012334e-05	0.1950087	0	0.02742053
NTRK2	2.55806297	1.9585875	0.0503657	0.01501826	0.78290849	0.14141669	1.73170248
GSN	0.40633316	0.14648848	2.36200599	0.07550938	0.14833905	2.45383949	1.0831885
SLC39A12	1.122819	0.8776577	0	8.341923e-06	0.001178567	0.01448229	0.0329481
INA	0.011384364	0	0.003421743	0.004349012	0.770527572	0.018480075	0.324583722
NKX6-2	0.08473088	0	0	0.00119109	0.01064147	1.26631532	0.07419404
ADAM12	0.0031123536	0	0	0.0003076069	0.019048532	0.0060165368	0.2450730297
SERPING1	0.040899303	0.024455895	1.854151514	0.030556411	0.109500036	0.007733475	0.020857841
PAK1	0.192454273	0.073804966	0.005523022	0.019911675	0.602439362	1.258658259	0.379034614
SLC22A8	0.0076324767	0	0.0548238017	1.7004331199	0.0001495043	0.000587857	0.0005414383
FEZ1	1.07468546	1.15079627	0.03568518	0.07741319	1.25232172	2.62041622	1.8424518
ESAM	0.012395414	0.001320184	2.083147259	2.941733329	0.033586764	0.002825822	0.007764139
SCN2B	0.01998888	0.04967408	0.35095946	0.01026119	0.98286906	0.02620235	0.25886096
TAGLN	0.010427878	0.001097688	3.875525909	0.02906658	0.059211373	0.00955399	0.014520378
JPH2	0.007251136	0	0.3122618	4.840529e-05	0.0002143987	0.001573589	0
CDH22	0.0131539888	0.6504916834	0	1.93864e-05	0.0403119037	0.0009268104	0.1111708116
CDC42EP2	0.03721199	0.09559339	0.15969356	0.06184599	0.08088135	0.85343616	0.05277909
CNKSR2	0.009943189	0.121697653	0.001789805	0.001580888	0.631104237	0.037477683	0.033956002
PCDH15	0.002639301	0	8.286593e-05	0.001024796	0.0807289	0.030093	0.8117017
GPM6A	2.71947161	3.08331325	0.02652151	0.01872518	2.04878985	0.13269008	2.09961036
PIP4K2A	0.15492526	0.15545116	0.1231781	0.05283536	0.10860511	1.15221973	0.20489386
ABCB9	0.47407874	0.86721233	0.06517717	0.0187904	0.18251705	0.01628584	0.01139031
SLC7A11	0.7676997197	0.1503867054	0.0007556714	0.0175162652	0.0028175268	0.0061067703	0.029591277
GPR158	0.0065131471	0.0222952526	0.0014130474	0.0003837149	0.5474120868	0.0017908068	0.115620609
TMEM86A	0.05504427	0.05502977	0.0706788	0.05912033	0.09583391	0.02474581	0.67216456
SLC2A13	0.008205162	0	0.009335831	0.004346392	0.261703308	0.001970251	0.061322412
THRSP	0.8136765	0.9829042	6.893765e-05	0.07499429	0.2300367	0.0448415	0.04256659
CCDC3	0.0377436393	0	1.5801865049	0.0017119905	0.0212818845	0.005104191	0.0001737251
PTPRO	0.0008385387	0.04522898	8.286593e-05	0.0001766691	0.172098	0.01231443	0.394809
QDPR	0.6050682	0.4885684	0.3765499	0.6814451	0.5811268	3.5995485	0.715412
ANO4	0.00397566	0.040724352	0.01208431	0.001676694	0.024772376	0.332076199	0.061216709
EDNRA	0.085364408	0.122356701	1.094520733	0.007632533	0.0021671	0.003048437	0.091289908
FLI1	0.0009141743	0.0010477739	0.0298099988	0.7942896136	0.0016824933	0.006560226	0.0351009128
GABRA2	0.096564912	0.573198074	0.001143861	0.005032249	0.18610858	0.009684852	0.038793379
BEND6	0.022159732	0.076741628	0.004034536	0.001910649	0.464420005	0.013225994	0.177300643
KCNE4	0	0	1.3161185718	0.0070135437	0.0021646256	0.0001152629	0.0175236628
GRID2	0.03933849	0.5294782	0	1.645332e-05	0.03186174	0.0180534	0.07611245
RIT2	0.004490584	0.0005315611	0.001362674	9.017756e-05	0.7311828	0.0007072939	0.4936613
KCNK13	0.008294516	0	0	0.000343951	0.019698993	0.752134334	0.083190468
CAMK4	0.017532281	0.136535078	0.003924742	0.007988971	1.160739207	0.018876836	0.153377272
PFKM	1.19056613	1.83831718	0.25011658	0.13653588	0.71716446	0.04589869	0.66767428
GRIA4	0.019442635	1.7777384472	0.0004843119	0.0024054931	0.3069993824	0.1683369626	0.695286537
SPARCL1	4.0749932	4.3525987	4.125502	2.6902578	0.6227586	0.4410013	2.5952946
GJA1	2.86895766	2.48419441	0.01057785	0.36977252	0.0399396	0.05602192	0.10466264
UTRN	0.12295715	0.22475929	1.84445437	1.53089808	0.39854699	0.02029405	0.08825669
GRM1	0	0.0114754525	0	0.0003281147	0.5675095117	0.0117498262	0.0015543189
RAB3C	0.018693756	0.092521362	0.002574312	0.003586642	1.021685109	0.014469535	0.197191677
NRSN1	0.050218857	0	0.002684739	0.003296255	0.543679143	0.026564146	0.103269509
ZIC1	0.0085799131	0.1814148626	0.2252829776	0.0060008916	0.2441707326	0.0036493303	0.0006953934
CARHSP1	0.28595305	0.02213026	0.35882769	0.21368846	0.34149479	1.37995765	0.27100909
MERTK	0.758289274	0.254169541	0.437628524	0.106231144	0.011851745	0.007100894	0.094240807
NMRAL1	0.057073398	0.031983143	0.00634301	0.005708253	0.178210824	0.96585942	0.309783159
C16orf89	0.001041739	0	0.00997904	1.196413199	0.000645455	0.002166778	0.000325628
PTPRD	0.149261835	0.500018479	0.007222858	0.031213471	0.243646503	1.390884586	0.448156667
KCNJ16	0.5132383563	0.6010725784	0.0006859086	0.0016170221	0.0024640795	0.0086889943	0.5862356929
PID1	0.20875914	0.19234969	0.42828408	0.01247771	0.1779441	0.01164795	1.33393572
LGI4	0.448248	0.9214691	0	6.746864e-05	0.01863933	0.01762198	0.002160144
DDAH1	1.74932298	2.02378158	0.01948213	0.62179606	0.22779479	0.11186727	1.5248421
SEMA3D	0.0005365863	0.0915196454	0	0.0008265801	0.0582036423	0.0800355092	0.7981120011
ROBO4	0.0003116671	0	0.0076606865	0.7535447377	0.0005210052	0.000615335	0.0002686473
ABI3BP	0.003480541	0.705391564	0.014721756	0.003533051	0.071443277	0.003260444	0.002546397
ANGPT1	0.0772385767	0.0145970042	0.4261910118	0.0004271096	0.0150563496	0.0116283945	0.0169934231
C4orf19	0.07439444	0.3713339	4.356019e-05	0.004289806	0.02041545	0.02936293	0.6537357
UCHL1	0.03715914	0.09783808	0.04457346	0.04375245	1.03774895	0.05339602	0.28768529
PDLIM3	0.0050359744	0.0969493911	2.1383466879	0.0043331705	0.0051947428	0.0064906554	0.0007529077
C21orf91	0.03469418	0	0.03230168	0.06910618	0.02242366	0.46308782	0.06610714
FGD5	0.0001276999	0	0.002897422	0.452915	0.009732082	0.002792099	4.802201e-05
PLCL2	0.0085988852	0	0.0015464128	0.0005108575	0.2349556643	0.0030193938	0.0152313908
APCDD1	0.0475181755	0.0005315611	0.4072152233	1.0831843692	0.0257312877	0.0245216487	0.0933154028
ACSS1	0.453839642	0.292611602	0.101983096	0.004883218	0.032527568	0.020219215	0.292702605
CA10	0.0174369723	0.8577147392	0.0014070867	0.0002698546	0.250306699	0.0038869933	0.2010035972
PTPRN2	0.0155941109	0	0.0013354895	0.0004356267	0.3715802597	0.0021799202	0.2019591293
AGPAT5	0.9528159	1.5644193	0.2724359	0.1691521	0.2931959	0.3495945	1.1168907
MARVELD1	0.017965019	0	1.436882885	0.092070271	0.009166491	0.009107793	0.0561369
GOLGA7B	0.0079106759	0.0740920021	0.0003744347	0.0002683054	0.6282531539	0.0176037169	0.0071033822
DBI	1.8325067	2.8042196	0.6588212	0.478188	0.4907553	1.510541	2.0943338
GRIA1	0.0678847597	1.6392426129	0.0090649637	0.0007709916	0.5398732681	0.0277711473	0.0973960796
SLC24A2	0.0370069688	0	0.0030401038	0.0009723521	1.1378164738	1.1186063196	0.0542339149
MMP16	0.033035938	0.0041831679	0.0002840857	0.0002233202	0.2019530857	0.015952999	0.8805937732
KCNMA1	0.0695185966	0.0568676415	0.1852204391	0.0003962479	0.6522840731	0.0068572312	0.1981556188
TSPAN7	3.42578174	2.33816088	0.3869349	0.04408358	2.00530588	0.88805515	2.10833506
RAB11FIP1	0.0001123791	0.0066693284	0.0002907324	0.372902794	0.0124757248	0.0021507987	0.00011546
NMNAT2	0.021140236	0.05469542	0.318617674	0.002650142	0.439916277	0.00907326	0.505563899
ATP2B2	0.197254843	0.135510243	0.004097997	0.002489731	1.338924778	0.033892822	0.225827325
SLC6A1	2.076717891	1.763339507	0.00652173	0.003988654	0.485757492	0.58763884	1.834822181
RBPMS	0.0060084778	0	1.6419030538	0.3890123547	0.0019682103	0.0110053349	0.0009912591
TIMP4	1.476847017	3.160838506	0.151421978	0.002257943	0.115171065	0.07034358	1.169116553
SYN2	0.25226192	0.42491055	0.05067845	0.02231336	1.39921086	0.03093296	0.81935661
MMP14	0.425588993	0.587015765	0.307670517	0.015969936	0.084304101	0.007519613	0.515210252
FZD1	0.109827062	0.935427087	0.054983756	0.028296478	0.040145641	0.005212226	0.050865566
IL34	0.005821628	0.00735387	0.8904296	0.030043216	0.192505649	0.008280598	0.001883518
CACNA2D3	0.007380176	0	0.0003429273	0.0002507324	0.4932881447	0.0034443662	0.0988552533
SNX22	0.012964135	0.001122464	0.003069021	0.004627554	0.038704138	0.087882476	1.196041491
MEGF11	0.0108405484	0.0590582072	0.0004812865	0.0122769884	0.2246013127	0.0257844972	1.354259418
XDH	0.0067664311	0.006405163	0.0076353086	0.4660148915	0.0002531537	0.0009860596	0.0008387299
ABHD3	1.62978959	1.23682106	0.06876889	0.01266009	0.1033136	0.35176026	0.68082161
COLEC12	0.0169654612	0.414470023	0.2158752238	0.053732094	0.0001660881	0.0004635032	0.0062888452
SLC13A3	0.2485993685	0.1881860307	0	0.0024317586	0.0006118176	0.0104487054	0.0083634512
TSPAN33	0.084648244	0.288413695	0.009407105	0.002983195	0.065004413	0.001075034	0.010352502
DYNC1I1	0.006665281	0	0.016087465	0.066485548	0.863808781	0.037160109	0.069793334
TAGLN2	0.08963528	0.01082102	2.11549094	2.13262062	0.05912798	0.0600058	0.79244026
NBL1	0.104875873	1.10538761	1.840866609	0.090254643	0.103287015	0.006742457	0.327173862
F11R	0.013738816	0.026925431	0.208692025	1.105188587	0.005800619	0.00492923	0.002693388
ADAMTS4	0.017619702	0	0.164795001	0.006306521	0.017905399	0.676874787	0.053241213
LAD1	0.001931798	0	0.001929368	0.002046518	0.00538484	0.009886206	0.562120248
CSRP1	1.4753163	1.3595267	2.7362683	0.5045099	0.1546033	2.7583649	0.5247659
HK2	0.016819828	0.542500056	0.012666362	0.002661004	0.004503376	0.008491356	0.004704565
CELF3	0.0034380433	0	0.0005904748	0.0029507501	0.228033045	0.0037798121	0.1175979587
THEM4	0.26929075	1.00660195	0.02212511	0.04217504	0.20667245	0.09607777	0.14632409
TPPP3	0.275331	0.50104586	0.73063432	0.10989133	0.09013613	1.6393347	0.07749861
RGS12	0.21017653	0.03835742	0.05128404	1.09652862	0.12940975	0.01388196	0.06070885
PTGIR	0	0	0.1462968913	3.24012e-05	0	0.0003156297	0
PDE9A	0.059329176	0.270058225	0.00593765	0.005657527	0.060514585	0.008453886	0.018965032
CBS	0.895390237	0.753877035	0.050491186	0.002403487	0.041583304	0.060529407	0.02431703
RALGDS	0.33298368	0.51237907	0.02960965	0.11529116	0.15635918	1.19445465	0.49169627
DIP2A	0.100276	0.10315622	0.06097574	0.08106864	0.10173902	0.70865172	0.17786265
S100B	1.163287838	2.010108493	0.004015114	0.007130621	0.101185415	0.420649052	1.296610418
TLCD1	0.868632835	1.184820749	0.008061714	0.009606042	0.013769242	0.00527912	0.226821178
CHRNB2	0.0060600771	0.0091192747	0.0006199897	0.0047054774	0.4010010867	0.004597291	0.0147140506
PAQR6	0.364458985	1.042027612	0.004321601	0.001841923	0.001995883	0.096504575	0.01437182
IER2	0.045747792	0.006575695	1.445928091	1.849447073	0.328464422	0.127289716	0.159047451
LY6E	0.02480455	0.03383709	0.07625373	2.82548167	0.34110052	0.03388905	0.31310867
GRIN2C	0.916469032	0	0.001255092	0.001060444	0.066711943	0.007669595	0.025877278
MPP3	0.0136126704	0.0014201046	0.0006437932	0.0048311351	0.3866989208	0.0002644616	0.0605626574
JOSD2	0.1399253	0.1536224	0.1838296	0.126395	0.2091605	1.1559723	0.3304841
GNG3	0.015814973	0.042630744	0.011170066	0.001119052	0.975630978	0.03457068	1.048863007
ITIH3	0.5395561558	1.4638224316	0.0007707209	0.0063910645	0.0202011772	0.2749656624	0.0607783101
ELAVL4	0.0321532139	0.0075887489	0.001237185	0.0001991326	0.5881143722	0.0127770181	0.596514821
ACOT11	0.329513572	0.461346117	0	0.001100775	0.012490004	0.016976481	0.016852704
PDPN	0.485881718	0.359413515	0.001153634	0.010382598	0.039351165	0.016897675	0.3694397
SDC3	0.16562573	0.66416987	0.12195577	0.34468932	0.18678092	0.01245951	1.57457483
NEXN	0.013480404	0	0.5930478138	0.0005841673	0.2386564402	0.0026617236	0.0098763676
NTNG1	0.0019227149	0	0	0.0029322886	0.2317704282	0.0002568616	0.001616701
VCAM1	0.909697136	0.131009157	0.001892976	0.228027532	0.028372251	0.004797251	0.302145506
CADM3	0.015464674	0.001047774	0.008051154	0.00174233	0.457245339	0.018863175	0.176513074
DDR2	0.012370848	0.00304941	0.599590592	0.023775414	0.012379128	0.004927897	0.03951141
C1orf115	0.0108460131	0	0.0264785223	0.6488481031	0.0096620281	0.0006145293	0.0037877834
NOSTRIN	0.0002405667	0	0.0228450077	1.1240415317	0.0042734239	0.0004247219	0.0008064909
C1QTNF7	0.0003501706	0	0.6446142	0.001480021	0.0004314404	0.0005230291	5.825232e-05
GABRG1	0.7087340568	0.3368632372	0	9.42538e-05	0.0411189377	0.0066406187	0.2593819451
GABRB1	0.8368420135	0.8388487092	0.0003072782	0.0002351973	0.2606802083	0.0171792436	0.2347698433
PBXIP1	1.37901742	0.66309359	1.86629029	0.23266207	0.02562046	0.10926169	0.08369165
TAFA4	0	0	0	0.000496084	0.009508856	0	0.297858833
SLC15A2	0.599446926	0.060427172	0.0081622	0.003030739	0.012065827	0.011888368	0.130765339
LMOD1	0.0100455689	0	1.5967692799	0.0041276375	0.0092044584	0.0145620335	0.0006419723
IGFBP7	0.02863666	0.05510429	3.66405092	2.92904896	0.03093207	0.01576156	0.05547734
CCDC141	0.184733576	0.077796679	0.038528972	0.932709504	0.012056699	0.004645535	0.007669177
TGFBR2	0.020544903	0	0.359243888	0.829864547	0.009273366	0.009040538	0.002006203
NFASC	0.157363999	0.477868174	0.005023749	0.001341208	0.275630971	1.032506181	0.389067808
DCLK3	0.0004699478	0.03959716	0.0007533569	2.898889e-05	0.6445177	0.0233376	0.002044741
CLEC3B	0.0201154775	0.2354521128	0.0004041375	0.0077994093	0.0051888793	0.0016016572	0.0003379933
LRRC2	0.0353527889	0.2710138292	0.0001564153	0.0009579384	0	0.0006895536	0.03150279
GRIK3	0	0	0.0004733328	2.126586e-05	0.1263783	0.0071251	0.2556674
HEYL	0.0855501783	0.0006305867	1.231283274	0.0141472138	0.0039778603	0.0034992253	0.003581795
EMCN	0.0014702607	0.0009029964	0.0635188193	1.9689218451	0.0095749107	0.0021788575	0.0006330943
BSN	0.0171114171	0.0230331243	0.0009267747	0.0002549689	0.485655471	0.0086259707	0.0410282029
CAMKV	0.0205245521	0	0.0034465171	0.0003186989	0.7090011866	0.0047918735	0.024642395
SCRG1	0.792833252	0.6229655419	0.0001079581	0.0016749678	0.025841284	0.0539100124	1.5857655103
NPY1R	0	0	1.2396657829	0.0034509577	0.0422251171	0.0001350318	0
HHIP	0.043678259	0.152348214	0	0.002406733	0.002964717	0.423472665	0.055454299
EDIL3	0.0439051375	0	0.0005254964	0.0061224195	0.1159987363	1.3676113477	0.6620057884
RNF180	0.1112694675	0.0122930206	0.011758978	0.0002353698	0.0632906411	0.0077733373	0.4998384877
TLR3	0.439027504	0.152144839	0.013467564	0.083675213	0.000345922	0.002373206	0.040136958
FOXQ1	0.0032220812	0.0006035128	0.0170771102	1.1052859884	0.0019144845	0.0004666741	0.0006360323
ACSL6	2.086620285	1.3542908	0.001047833	0.038666853	0.349002928	0.062452042	0.310849152
SEPTIN8	0.30077272	0.51731372	0.55690021	0.07368268	0.25253701	1.81446012	0.7360558
FABP7	0.65642333	0.71705025	0	0.00224122	0.12114983	0.0391996	1.36103568
GALNT10	0.01798111	0.02274482	0.08068942	0.05857375	0.02863188	0.02238491	0.69530601
SOX17	0.005022831	0.0002900837	0.0394658229	1.4407850242	0	0.0005407914	0.0005822665
PHKG1	0.563589884	0.311699615	0.046865257	0	0.011547829	0.0120044	0.007935662
NOS3	0.015376117	0.033538295	0.022686931	0.807417108	0.014929953	0.002987494	0.051562188
BAALC	1.3738697266	0.9135757546	0.0001958904	0.00316759	0.1586935079	0.0702148333	0.4028007753
DIRAS2	0.02781341	0.0129376	0.006203597	7.065898e-05	0.3776703	0.003415317	0.07225437
MAMDC2	0.0117095165	0.3249743262	0.247686407	0.0004706298	0.0021791142	0.0003818621	0
ALDH1A1	0.423336849	1.297910558	0.002451742	0.038777956	0.01293604	0.10784113	0.067569536
SLC7A3	3.996005e-05	0.0006491794	0.00159202	0.0523467	0.04701409	0.002464217	0.7476414
UCMA	0.014992764	0.244385359	0	0.00294611	0.027194193	0.002109186	0
STK32C	0.0144556779	0	0.0145219099	0.0002637167	0.5174015402	0.0074488645	0.0534940067
NDRG2	3.54246114	3.66873023	1.81628593	0.06788595	0.47094117	0.89039577	2.12538375
PDZRN4	0.005615656	0.01982008	7.338601e-05	0.0001715746	0.09105826	0.008433045	0.3815635
HTRA1	2.49178533	1.59728959	0.74944956	0.36395094	0.07383566	0.8981672	1.32723068
CMTM5	1.370164938	1.905911229	0.002153006	0.006039718	0.034644834	2.079317365	0.947097244
ADAMTS15	0.002479223	0	0.2231099	0.000679816	8.945489e-05	0.0002802079	4.354402e-05
SVOP	0.0008358575	0.0497307055	0.0013618655	0.001984007	0.3437460762	0.0036287384	0.1194461896
LRTM2	0.215813659	0.631152939	0.001013309	0.004771418	0.311080324	0.006459096	0.521061737
CKB	4.0334774	4.1419757	2.7912596	0.3423377	3.5349622	3.1631962	3.7739899
LARP6	0.0407584	0.000480122	0.063321931	0.001271295	0.206921796	0.795981429	0.183512938
GABRB3	0.024381631	0.001275917	0.011314106	0.004038443	0.579189842	0.002571931	0.256800631
CYYR1	0.0002306838	0	0.008825391	0.296505	0.0001176343	3.408391e-05	0.0002445427
TMEM100	0.57515514	0.1798935	0.66035375	0.1898851	0.01786672	0.01133831	1.74795711
TMEM130	0.0102161984	0	0.0021713477	0.0005677237	0.6814001174	0.0024738719	0.0094855683
SEC11C	0.3769194	0.4429577	0.183158	0.320636	0.3656729	1.5549925	0.9011138
RRAD	0.0163525273	0.0325614134	1.7761797249	0.0200795658	0.0034213684	0.0231328239	0.0005601328
B2M	0.5062142	1.0549078	0.9669359	2.8247099	0.226292	0.2555663	0.9190773
SLFN5	0.0014405272	0.0010477739	0.0508317504	0.8012367401	0.0008973682	0.0007521384	0.0005464286
RBPMS2	0.027520899	0.171524723	1.482846494	0.003788903	0.009009049	0.002643451	0
CACNG2	0	0	0.006870208	2.039946e-05	0.2012063	0.001177747	0.002524234
ELFN2	0.0052614525	0	0.0004450971	0.0002715879	0.0980280294	0.0179622676	0.4112733051
SMAD3	0.08228058	0.54977285	0.13832964	0.09784687	0.09548021	0.03003988	0.17037816
GPRC5B	0.67074527	0.6268559	0.15294525	0.01863591	0.11973592	1.11029408	0.20902788
RBFOX3	0.022390879	0.13111631	0.009435741	0.002225562	0.889810506	0.024740792	0.029149393
OR51E2	0	0	0.2553909	2.270424e-05	0.0001514597	6.169176e-06	0
PRRT2	0.040485954	0.016564816	0.039285264	0.007471804	0.518866808	0.007540983	0.076062964
CA4	0.0192500269	0.0005908634	0.3456819281	2.2081262628	0.0609925805	0.0048226257	0.012489229
GPD1	0.122576104	1.377046987	0.021429383	0.004262593	0.239765679	0.450642385	0.784165189
TTYH1	2.45303681	1.99509492	0.03733284	0.017545	0.43380464	0.64593845	1.47817996
PPP1R14A	0.018828794	0	0.621585675	0.008793029	0.004947325	0.738628261	0.029187402
MGAT5B	0	0	0	0.0007203106	0.1009857412	0.0024144262	0.3118944387
TRANK1	0.009280919	0	0.001008211	6.532999e-05	0.3990562	0.001276503	0.03792098
SCARA3	0.884987727	0.096310848	0.011209674	0.01154669	0.018622571	0.005195962	0.016312953
KIF5C	0.089343061	0.779636081	0.022672534	0.003536579	0.990783733	0.186734618	0.105249793
FAM107A	1.65821505	2.04676043	0.01097982	0.44307532	0.07296505	0.0950888	0.07580461
MOBP	0.28201482	0.17025451	0.03986413	0.09192759	0.05798306	3.29356802	0.29784068
XIRP1	0	0	0.2155465	2.039946e-05	2.926722e-05	0.0004952166	0
DEGS2	0.0077173261	0.0003437559	0.0183752515	1.5600855003	0.0418059867	0.0015977473	0.0233307493
FILIP1L	0.00524993	0	2.287683338	0.111073594	0.02762008	0.009732829	0.021965362
KLHL30	0	0	0.3219087	0.001157887	0.005013794	2.916569e-05	0
LGI3	0.156219133	0.05073958	0.093597205	0.004440474	0.23736709	2.267830469	0.337528343
PHYHIP	0.0182187683	0	0.0138185244	0.0004522331	0.6422709916	0.0059139069	0.0066746353
GFRA2	0.009022031	0	0.364918441	0.002808729	0.031235744	0.001917067	0.139871835
SLC16A4	0.00984044	0.017532793	0.008891381	0.798734017	0.008054758	0.002313558	0.00191073
NSG1	0.11635378	0.11894073	0.03471947	0.07160954	1.46861962	0.08947385	1.18975214
ENHO	1.36986609	1.4896344	0.09497809	0.00846791	0.35503688	0.21754238	0.93307581
GRM5	0.018681447	0	0.001364996	0.001362308	0.626619243	0.003518302	0.375757035
CPLX1	0.0235629545	0.0785153934	0.0014220554	0.0009544907	1.0113785478	0.0194994986	0.1100055844
NTSR2	2.895997818	2.658858012	0.001714936	0.007457295	0.126580638	0.117790944	0.636494161
GSG1L	0.044950717	0	0.003014606	0.004436019	0.47689404	0.002317964	0.19100819
GPRIN1	0.005605059	0	0.0005039542	2.039946e-05	0.2361371	0.00178948	0.08504142
KCNAB1	0.005335019	0.065508645	0.86708435	0.003894575	0.598931061	0.050473195	0.112414738
SHE	9.710105e-05	0	0.02580078	0.4503754	0.0007563343	0.0002130936	0
STK32A	0.003217436	0.296144088	0.001056485	0.001404038	0.151624753	0.001144944	0.386016689
SLC38A11	0.0041287937	0	1.4012806997	0.0095097211	0.0004952287	0.0026089403	0
GJB1	0.025339063	0	0.001228589	0.003171969	0.00155812	1.052775332	0.124831912
LINGO1	0.0324391249	0.0170659195	0.0258880501	0.0007880266	0.2093373566	0.0012412313	0.510790033
GSX1	0.0006287965	0.0002900837	0	0	0.045016991	0.0028208696	0.2429227196
CTNND2	0.8749197701	0.7100347004	0.0004790011	0.0040030136	0.4325223491	0.0489437998	1.0411202595
TM4SF1	0.081857377	0.004604593	1.707006963	1.83156356	0.006443354	0.006428532	0.006868453
GPR37L1	3.2519068	3.874105211	0.001441741	0.009685664	0.121596119	0.151730054	3.15758421
NSG2	0.018455572	0.010473421	0.002677545	0.002234851	1.013560316	0.005055448	0.237108827
HSPB2	7.281336e-05	0.003523568	1.042542	0.006349344	0.01731558	0.01556732	0.01692749
CMTM8	0.0098860754	0	0.0177359549	0.8169048873	0.0008029708	0.0005191278	0.0001723171
LRRN2	0.1207485927	0.1737603553	0.0021301354	0.0007507246	0.3873161164	0.0075590516	0.8203594566
SLC30A1	0.09065445	0.06062955	0.07931799	0.9555155	0.09531946	0.05449805	0.07433198
GPRC5C	0.017461438	0	0.9246729582	0.0056539174	0.0375985824	0.0001654512	0.0002597592
VSTM2A	0.0137567878	0	0	0.0005326116	0.3385226196	0.0002419265	0.3909580984
DLGAP1	0.3871945515	0.5815283772	0.0007457526	0.0026693477	0.3618798183	0.0324959246	0.5513308193
GPR37	0.309825458	0.136696181	0.006050183	0.002118759	0.012965058	2.06113722	0.095931839
CEACAM3	0.0391061757	0.0009742658	0.0249073033	1.021892993	0.0099516461	0.0113015261	0.0051246033
S1PR1	2.22370166	1.88626435	0.05894982	2.0160459	0.03485457	0.04190269	0.11013301
HS6ST2	0.0001841957	0	8.778033e-05	0.000268404	0.2562703	0.0008234945	0.03344075
SOX7	0.0146052339	0	0.0207313358	0.4616605913	0.0011009709	4.501e-05	0.0004487737
KCNK3	0	0	1.075676735	0.005822713	0.217067844	0.006154411	0.436973487
CHST11	0.107015646	0.003476638	0.050066255	0.107428955	0.110448953	0.006475766	0.423935266
TPPP	0.05186136	0	0.05188065	0.01077369	0.34518321	1.41820186	0.13142986
MCC	0.236546738	0.646815952	0.002490542	0.360168222	0.02478682	0.003689299	0.027419825
HOPX	0.354308528	0.841979193	0.024676247	0.001384837	0.010643454	0.04948729	0.009677386
DSCAM	0	0	0	0.001049501	0.104560121	0.007925101	0.507706365
GATM	0.501446	0.73038603	0.12172675	1.41202566	0.06106006	3.14834353	1.68167824
KNDC1	0.02567846	0	0.0004532031	0.0008111572	0.0829610155	0.6495980192	0.0814779844
AQP4	1.8160142576	2.0806415544	0.0009563097	0.0029054535	0.0051975788	0.0390414358	0.091043281
SCG2	0.03737229	0	0.003223336	0.006952507	1.457776403	0.004896115	0.025494436
MAL	0.128915408	0.001376954	0.010166481	1.555949665	0.025583096	3.462962728	0.188190645
SNTB1	0.01097944	0	0.1940774	0.002595029	4.625537e-05	0.0001408388	0.002094297
ID4	1.47304037	1.72057978	0.04884715	0.01673387	0.27795835	0.03235854	0.09646424
CEBPB	0.08202877	0.01545881	1.70658079	0.17136787	0.06711866	0.02801441	0.08044036
C1QTNF4	0.02238965	0.04043518	0.01753443	0.0161899	0.84178565	0.01578956	0.39867568
NEGR1	0.1272643567	0.4680322062	0.0004056813	0.0003244093	0.6361089229	0.025781316	0.1763566215
BSG	1.437752	1.1484767	1.3649459	4.8655536	1.475734	0.8432788	1.7363317
CSDC2	0.676675703	0.198965126	0.013619942	0.009249668	0.328955433	0.064537717	0.075683245
IL17D	0.0304528265	0	0.0164833452	0.004287315	0.0347844833	0.0009932544	0.2224140796
PDE3A	0.005148333	0.083013916	0.994802246	0.004960938	0.038312567	0.012341167	0.042584836
EGFL7	0.005703127	0	0.029366202	2.097284879	0.104145245	0.00305975	0.01035463
MRGPRF	0.002238988	0	0.456099979	0.003026606	0.001007722	0.002315815	0
ABCD2	0.423547172	0.161452601	0.007691247	0.001469765	0.18740762	0.015900392	0.017409882
SNCG	0.0356293898	0	1.9522519403	0.0631785296	0.0052973086	0.005086563	0.0004408341
MMRN2	0.0077310872	0	0.0485657585	0.8733837006	0.0073559182	0.0003549204	0.0004501961
PPP1R14B	0.16388397	0.09808999	0.05645755	0.04110328	0.22346016	0.02434591	0.7053423
